,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170
Nac C3r Car Nd0,1,0,0,0,2,0,0,0,0,5,0,0,0,1,3,1,4,11
.=O C2r C2r O_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
C2r C2r O_a Car,25,9,2,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0
Car Car O_a C2r,27,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
Car O_a C2r Cs2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
O_a C2r Cs2 Car,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C3r Cs3 O_a Cs2,0,0,0,0,0,0,0,0,3,0,0,5,3,2,3,4,8,4
SO2 Nac Cs3 C3r,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2
Nac Cs3 C3r Nd0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Car Sul Car O_a,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
C3r O_a Car Sul,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nd+ Cs3 Cs3 Sul,0,1,3,8,0,1,2,0,1,0,0,0,0,1,0,1,4,6
.=O Car Car Csp,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car C3r O_a C2r,12,0,0,8,5,0,4,4,0,0,2,2,6,0,0,0,2,1
C3r C3r Nd0 Nac,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
C3r C3r Nac Nd0,3,0,0,0,0,8,3,0,0,1,0,0,0,0,0,0,0,13
C3r Nac Nd0 C3r,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0
C3r Nd0 Nac C2r,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
C2r C3r Nd0 Nac,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Nd0 Nac C2r .=O,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
.=O Car O_a Nac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nac Car Cs2 C2r,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nd0 Car Cs2 Cs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nd0 Nac Cs3 Cs3,2,0,0,0,0,1,1,1,5,6,0,1,0,2,3,3,3,2
Nac C3r Cs3 Nd+,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7
C3r Nac Nac Cs2,2,0,1,4,0,1,0,0,1,1,1,0,2,0,2,0,0,1
.=O C2r Nac Cs2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Car C3r C2r C3r,1,0,0,3,0,5,2,1,0,0,0,0,0,0,1,0,0,1
Cs2 Cs2 Nac Nac,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cs2 Cs2 Nac C3r,47,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,67
Cs2 Nac Nac C2r,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,5,2,4
Nac Nac C3r Cs3,3,0,0,1,0,1,3,4,2,1,0,1,4,1,1,0,0,0
Nac Nac C3r Car,1,0,11,10,1,0,0,1,2,3,1,1,0,1,0,1,1,6
Cs2 C2r O_a C3r,1,1,1,0,3,2,3,0,11,7,2,2,4,0,0,3,2,0
.=O Cs2 C2r O_a,30,13,5,3,0,0,0,1,0,0,1,0,0,0,2,5,11,32
Sul C2r Nac C3r,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
Sul C2r C2r Cs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Sul Cs2 Nd+ C3r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sul Cs2 Nd0 C3r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nd0 Cs2 Nd+ C3r,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 Cs2 Sul Cs3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C3r Nac C2r Cs3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
C2r Cs3 Sul Cs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cs2 Nd+ C3r C3r,1,0,0,0,0,1,0,1,0,1,1,1,3,0,0,0,1,4
Car C3r C2r Nd0,61,0,0,0,0,0,0,2,2,0,5,13,6,1,1,0,0,4
Cs3 C3r C2r O_a,1,0,0,0,1,10,2,4,6,7,4,1,1,0,2,0,3,0
C3r Csp Csp Car,2,3,1,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0
Nac Cs2 Cs2 Cs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Cs2 Nac Cs2 Cs2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Car Cs3 C3r Cs3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5
Nd0 Car Cs3 C3r,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Car C3r SO2 C3r,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SO2 C3r C3r Car,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sul Cs3 Car Nd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nac C2r Cs2 Car,26,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nac C2r Cs2 C2r,7,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C2r C2r Cs3 Cs3,2,1,2,0,7,4,2,26,32,29,20,13,14,8,4,0,3,0
C2r Cs3 Cs3 Cs2,1,0,0,4,1,1,0,0,0,0,0,2,0,1,0,1,12,22
C2r C2r Cs2 C2r,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,32,30
C2r Cs2 C2r Nd0,8,4,4,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Cs3 C2r C2r Cs3,45,21,13,5,7,9,5,5,3,3,3,0,3,1,1,0,0,1
C2r C3r Cs3 O_a,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
C3r Cs3 Sul C3r,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csp Car Car Hal,19,4,0,4,2,0,0,1,0,1,1,1,1,0,0,1,0,0
C3r Cs3 Cs3 Nac,3,3,6,7,3,1,0,0,0,0,0,0,2,1,1,0,0,4
Csp Cs2 Nd0 Cs3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
.=O Cs2 Csp Csp,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
Cs2 Csp Csp Car,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Nd0 Cs2 Csp Csp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Cs3 Csp Csp Csp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O_d Cs3 Cs3 Csp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csp Csp Csp Csp,13,9,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
Csp Csp Csp Car,16,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cs3 C3r O_a Cs3,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
Cs3 C3r C3r SO2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,4,6
Nd0 Cs2 Nd0 Nac,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Cs2 Nd0 Nac .=O,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nd+ Cs2 Nd0 Nac,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Car Cs2 Cs3 C3r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nac Nac Cs2 Nd0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nd+ C3r Nac Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Nd+ C2r Nac Car,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Cs2 Nd0 Car Nd0,10,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
C2r Sul Car Car,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Car Sul C2r C2r,0,0,0,0,1,1,4,7,2,3,0,0,0,0,0,0,0,0
C3r C2r C2r Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Nd0 C3r Nd0 SO2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3
C3r Cs3 Cs3 O_a,0,0,0,0,0,2,1,0,2,1,1,0,0,0,0,0,0,3
Car Sul Cs3 C3r,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0
Car Nac SO2 Nac,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
C2r C3r Cs3 Cs2,1,0,0,1,2,8,2,0,0,0,0,1,1,0,0,2,8,7
C3r SO2 Nd0 Car,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
Nd0 C2r Nd+ Car,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Car Car Nd+ C2r,24,3,4,3,1,0,1,1,0,0,0,2,0,2,1,8,5,18
Car C3r C2r Nd+,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
Car Nd+ C2r C3r,3,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SO2 Nac C3r Car,1,5,4,0,0,0,0,0,0,0,1,0,1,6,10,2,1,7
C2r Nd0 Car O_a,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Car Nd0 C2r Nd0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
C3r C2r Cs2 Nd0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,3,3
.=O Cs2 Car O_a,25,12,4,4,0,0,0,0,0,0,0,1,0,0,3,2,21,36
Cs2 Car O_a Car,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,22,78
Cs3 Cs2 Car O_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C2r C3r Cs3 O_d,0,0,2,7,1,2,0,0,0,0,0,0,0,0,1,0,1,3
Cs3 C3r Cs3 O_d,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Cs2 Nd0 SO2 Cs3,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,1,4
Car Nd0 Car C2r,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,11
Nd0 Car C2r Nd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Nd0 Car C2r .=O,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nac Cs2 Cs3 C3r,8,2,0,2,6,4,1,0,1,1,1,1,1,1,3,1,2,1
Cs2 Cs3 Car Sul,0,0,0,0,4,5,2,4,3,0,1,0,0,0,0,0,1,2
Cs3 Nac Cs3 Csp,0,0,0,0,0,0,0,0,4,15,6,4,0,0,0,0,0,1
Sul Car Cs3 O_a,3,1,3,0,0,1,0,0,5,1,1,1,1,1,0,0,0,0
O_a C2r C2r Cs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
C2r C2r Cs3 Car,1,0,0,0,0,0,0,2,10,10,7,0,0,0,0,0,0,3
C2r Cs3 Cs3 Cs3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
C2r Cs3 Car Car,1,3,9,0,0,1,3,1,0,0,2,3,1,0,0,9,3,3
Cs3 Sul Car Nd0,3,5,2,9,2,0,0,0,4,4,4,1,5,0,5,3,6,18
Nac Nd0 Car Sul,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nac Nd0 Car Nd+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 Cs2 Cs3 SO2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
Cs2 Cs3 SO2 .=O,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,5
.=O Cs2 Cs3 SO2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Cs3 SO2 Car Nac,1,4,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0
Cs2 C3r C3r Cs2,17,3,1,0,1,0,5,7,3,1,1,11,1,1,0,1,0,3
Cs2 Cs3 Cs2 Car,3,0,0,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0
Nd+ C3r C3r SO2,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,9
Cs3 Nac C2r Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Nac C2r Sul C3r,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Nac C2r Nd+ Csp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cs3 SO2 Cs3 Cs3,1,0,0,0,3,24,9,12,4,0,0,0,0,1,1,0,7,35
SO2 Cs3 Cs3 Nd+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Nd+ Cs3 Car O_a,0,0,1,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0
Csp C3r C2r .=O,0,0,0,0,2,3,3,0,0,0,1,1,0,0,0,0,0,0
Csp C3r C2r Nac,0,0,0,0,0,0,0,0,3,0,0,0,0,2,5,0,1,0
C2r C3r Csp Nac,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
Cs2 C3r C2r C2r,0,0,0,0,4,1,2,1,3,1,1,3,0,0,0,0,0,0
Cs2 Nd0 C3r O_a,2,4,2,4,1,12,19,5,2,0,0,0,0,0,0,0,0,0
Cs2 Nd0 C3r Cs3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,5
C2r C3r Cs2 Nd0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1
Car Nd0 Car Hal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,22
Nd0 C3r O_a C3r,3,0,0,3,1,0,0,0,0,3,3,0,0,0,0,0,19,34
O_a C3r Nac C2r,6,1,0,3,0,1,0,0,0,2,1,1,2,7,1,1,2,1
O_a C3r Nac C3r,1,3,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,4
Car Cs3 SO2 Nd0,2,1,0,0,3,7,5,7,0,0,0,0,0,0,0,1,0,9
O_d C3r Cs3 Nac,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Nac Cs2 Car O_a,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5
C3r Cs2 Cs2 C3r,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1
Car Cs3 Nd0 Nac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O_a Cs2 Car Nd0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nac Car SO2 Nac,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Car Nac Nac SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Car SO2 Nac Nac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nac Nac SO2 .=O,2,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
Cs2 C3r O_a Cs3,0,0,0,4,7,2,1,2,0,0,0,0,0,0,0,0,0,0
C3r O_a C2r Cs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nd+ Cs3 C2r O_a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
O_a Car Cs3 Car,2,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1
Nac C2r Nd+ Car,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
Sul C2r Nd+ Car,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cs2 C2r C3r O_a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
O_a Cs2 Cs3 O_d,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,4
Nd0 Cs2 Car O_a,34,12,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,14
O_a C2r Nac Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26
O_a Car Cs2 O_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
O_a Car Nac .=O,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Cs2 Cs2 Car O_a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Nac Cs2 Cs2 Csp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 Cs2 Cs2 Nd0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31
Nac Csp Cs3 O_a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Cs2 C2r C3r Nd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
Cs2 C2r C3r C2r,0,0,0,0,1,0,0,0,0,3,5,0,0,0,2,0,0,8
O_d C3r Nd0 C2r,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O_d C3r C2r Nd0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2
O_a C3r Nd0 C2r,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4
C3r C2r Nd+ C2r,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd+ C2r C3r Nac,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Car SO2 Nd0 Nd0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,1,0,0
Cs2 Nd0 Nd0 SO2,0,0,0,1,0,0,1,5,3,0,0,0,0,0,0,0,0,0
Nd0 Nd0 SO2 .=O,3,8,4,1,0,0,0,0,0,0,0,0,0,0,0,6,7,3
Nac Cs2 Cs3 Csp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Cs2 Cs3 Csp Nac,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Csp Cs3 Cs2 .=O,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd+ C3r Car Sul,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,9,7,4
Car C2r Nac O_d,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
C2r C2r Nac O_d,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Car Nd+ Car .=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Car C2r Nd0 SO2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
C3r SO2 Nd0 C2r,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cs3 C3r SO2 Nd0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SO2 Nd0 C2r .=O,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
.=O SO2 Nd0 C2r,0,0,0,2,5,1,0,0,0,2,2,2,2,2,0,0,1,6
Nd+ C3r Cs3 Nac,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C3r Cs3 Nac C2r,0,0,0,0,0,0,5,4,3,3,7,0,4,1,1,2,1,0
C3r Cs3 Nac C3r,0,0,0,2,3,3,0,1,7,5,2,1,3,3,0,0,0,2
Car C3r SO2 Car,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C3r SO2 Car Car,4,1,4,1,0,0,0,2,27,10,1,0,0,0,1,0,1,1
C3r C3r SO2 Car,2,0,5,3,4,5,2,1,1,0,0,0,0,0,3,3,5,10
Nac C3r C3r SO2,2,0,0,1,2,12,0,0,0,4,2,0,0,0,0,0,0,0
Car Nac C3r Nac,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,9
C3r Nac Nac C3r,9,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1
Nac C3r Nac Nac,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
Sul C3r Car Nac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
C3r C2r Nac .=O,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
C2r C2r Nac .=O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O_a Car C3r Cs3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Car O_a Car C3r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,11
Nd0 Nd0 Cs2 Nd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nac Nac SO2 C3r,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nd+ C3r Cs3 O_a,4,0,0,0,5,8,3,4,0,0,0,0,0,0,0,0,2,1
Nac Nd0 Cs2 Car,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21
Cs3 Nac Car Csp,9,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
O_a Car Nd0 Cs3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Car O_a Cs2 Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
O_d Cs3 Car Sul,7,1,4,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0
Nac Nac C2r Nac,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2r Nac Nac Cs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3
C3r Nac Nac Cs3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cs3 Nac Nac Cs3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Cs3 Cs2 C3r O_a,0,0,0,1,0,0,6,1,3,0,0,0,0,0,0,0,0,1
Sul Car Nd0 C3r,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8
Csp Car Car Cs2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 Car Cs2 Cs2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
C2r Cs2 Nd0 Cs3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Car Nd0 C3r O_a,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
C2r O_a C2r C2r,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C2r O_a C2r .=O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2r Nac C2r O_a,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nac C2r C2r O_a,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
C3r C2r Csp Nac,8,0,0,0,3,2,0,0,0,0,0,1,2,2,0,4,4,5
C3r C3r C2r Csp,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C2r C2r C2r Csp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2r C2r Csp Nac,6,5,3,0,2,1,0,0,0,0,0,0,2,0,2,1,0,7
Csp C2r C3r Cs3,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,1,0
Cs2 C3r Nd0 Car,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cs2 Nd0 Nd0 Cs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nac Nac C2r Nd+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
C2r Nd+ Cs2 Car,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2r Nd+ Cs2 .=O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csp Csp C3r Nd+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Csp Car Nac C3r,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Car Cs3 Cs3 SO2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5
O_d Cs3 Cs3 SO2,0,0,1,1,3,4,6,6,8,0,1,0,1,0,2,2,0,2
Cs3 Cs2 Nd0 SO2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23
C2r Sul C3r Car,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Car Cs2 Cs3 Nd+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Car Cs2 Cs3 Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Car O_a Cs2 Cs3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
Cs3 Cs2 Nac Nac,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cs3 Sul Sul Cs3,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1
Cs3 Cs2 Cs3 Nac,0,0,0,0,0,0,0,0,0,0,0,2,1,6,4,4,0,0
C3r Cs3 Cs2 Cs3,0,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Car SO2 C3r Cs3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cs3 O_a Cs3 Csp,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Car Cs3 O_a Nac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O_a Nac Cs2 Cs3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nac Cs2 C3r C2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cs2 C3r C2r C3r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Csp C3r C3r Cs3,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,7,4
C2r C2r Nd0 Nac,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C2r Nd0 Nac C3r,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 Cs3 Cs3 C2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cs3 Cs3 C2r C3r,3,0,0,3,5,8,1,1,0,1,0,0,0,0,0,0,1,0
Cs3 Cs3 C2r Nac,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cs3 C2r C3r Nd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
C3r Cs3 Sul Sul,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Csp Csp C3r O_d,1,0,1,0,0,1,2,0,0,0,0,1,1,0,0,2,0,4
.=O C2r Nac O_d,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car Cs2 Nd0 O_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19
Cs2 Nd0 O_a Cs3,1,1,0,0,0,0,2,4,1,2,1,3,0,0,1,0,0,0
Nd0 O_a Cs3 Cs3,1,0,0,0,1,0,1,0,2,1,2,0,0,3,2,2,0,2
.=O Cs2 Nd0 O_a,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car O_a Car SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
